cluster_id,region,centroid_lat,centroid_lon,multi_source,has_breeding,habitat_tier,total_abundance,n_points,n_species,n_years,extent_km,urban_fraction_pct,n_sources,sources,predicted_suitability,suitability_tier
161,Northern Basin,-30.524839013256408,147.20181387588815,True,True,Priority,565448.0,196,44,36,79.96,0.0109623732061493,2,"S3,S4",0.6421082863127066,High
159,Northern Basin,-30.560263843023613,143.72094818115335,True,True,Priority,525002.0,68,59,38,39.62,0.0015677780567571,2,"S3,S4",0.6374958201083083,High
48,Wimmera Disconnected,-35.637507882458365,143.80109836954634,True,True,Priority,504154.0,93,41,11,27.38,0.4418260144813036,2,"S3,S4",0.7196176572054986,High
51,"Coorong, Lower Lakes and Murray Mouth Ramsar site",-35.611142633677176,139.2815726843277,True,True,Priority,476710.0,8,57,15,6.4,0.0,2,"S3,S4",0.9820213454465805,High
33,Southern Basin,-36.20033684881396,139.67825308528748,True,True,Priority,476058.0,5,54,14,6.0,0.2364660388756312,2,"S3,S4",0.6522511762378113,High
7,Southern Basin,-36.50224246871706,144.94189056516882,True,True,Priority,427266.0,164,50,39,33.12,0.626120701961066,2,"S3,S4",0.6999879006768184,High
105,Lachlan Disconnected,-33.6208471912182,147.4705607531148,True,True,Priority,353449.0,8,61,14,5.28,0.0,2,"S3,S4",0.9033945726485706,High
96,Lachlan Disconnected,-33.888764217717146,144.63475925837625,True,True,Priority,339391.0,39,35,6,20.69,0.0042683192195838,2,"S3,S4",0.6618360649390591,High
167,Northern Basin,-30.517715805329825,144.27799574442355,True,True,Priority,315497.0,70,38,21,38.21,0.00046045949957694977,2,"S3,S4",0.5687198090428505,High
192,Northern Basin,-29.831323733800705,147.3621809639695,True,True,Priority,290087.0,14,55,9,9.41,0.0,2,"S3,S4",0.8163809565347454,High
129,Southern Basin,-32.49679190631206,143.31825551460284,True,True,Priority,278610.0,59,43,21,33.61,0.0016419500267021,2,"S3,S4",0.6849480153443382,High
214,Northern Basin,-28.52114912671,150.1910420092735,True,True,Priority,274949.0,808,55,41,219.48,0.2602709340965451,2,"S3,S4",0.5643378742386806,High
34,"Coorong, Lower Lakes and Murray Mouth Ramsar site",-36.09834191545781,139.58589351201206,True,True,Priority,253011.0,4,32,3,1.39,0.0,2,"S3,S4",0.7652756793598905,High
108,Lachlan Disconnected,-33.484177526413944,145.99076454602104,True,True,Priority,235144.0,10,47,8,9.97,0.0844652641686869,2,"S3,S4",0.8935196394710099,High
46,"Coorong, Lower Lakes and Murray Mouth Ramsar site",-35.75222063253914,139.22493370015562,True,True,Priority,211055.0,4,39,3,1.44,0.0,2,"S3,S4",0.990132645773152,High
172,Northern Basin,-30.55424463206129,144.99071719136592,True,True,Priority,190684.0,5,40,41,12.84,0.0,2,"S3,S4",0.6241883637500818,High
128,Southern Basin,-32.593023052984826,142.08508659847308,True,True,Priority,184292.0,4,34,28,5.98,0.0010190836564129,2,"S3,S4",0.7762264610702452,High
1,Southern Basin,-36.52699679418343,145.61297828487426,True,True,Priority,171666.0,229,48,42,87.26,0.778595093534488,2,"S3,S4",0.5084090870446606,High
178,Northern Basin,-30.454521055058947,144.53795803246143,True,True,Priority,151701.0,23,40,19,24.63,0.0,2,"S3,S4",0.5015496953546603,Moderate
78,Southern Basin,-34.312094509849366,140.61955356822298,True,True,Priority,139703.0,51,32,8,21.81,1.6836686421167415,2,"S3,S4",0.6036734083417696,High
160,Northern Basin,-30.53806243118257,143.96175180929785,True,True,Priority,138172.0,52,37,24,35.69,0.00023521121225099308,2,"S3,S4",0.5858567691849192,High
74,Southern Basin,-34.42818334227467,140.8511649249334,True,True,Priority,124945.0,6,35,37,7.12,0.0,2,"S3,S4",0.5091404652134007,High
158,Northern Basin,-30.74123910638801,143.5764646449102,True,True,Priority,99711.0,9,41,7,7.12,0.0,2,"S3,S4",0.8394352709981683,High
62,Wimmera Disconnected,-34.5087766549619,142.223611597681,True,True,Priority,98786.0,122,31,35,59.47,0.2146542251600683,2,"S3,S4",0.5709609168426116,High
208,Northern Basin,-29.263310150326955,144.91096835917634,True,False,Priority,97160.0,5,35,4,4.73,0.0,2,"S3,S4",0.5851273383375244,High
193,Northern Basin,-29.740882272033065,147.46054464542684,True,True,Priority,95100.0,25,37,8,10.3,0.0,2,"S3,S4",0.5850809057951251,High
85,Southern Basin,-34.09843776072328,140.76775052646093,True,True,Priority,92011.0,52,30,10,26.96,1.8099833850284792,2,"S3,S4",0.6922022191781747,High
63,Southern Basin,-34.56133009760159,142.79523496008218,True,True,Priority,73959.0,45,35,39,30.52,1.1231567503368636,2,"S3,S4",0.5703813321977861,High
57,Wimmera Disconnected,-34.72601160143184,142.40899990477752,True,True,Priority,73877.0,133,29,11,18.83,0.0610877392498647,2,"S3,S4",0.47905736882045086,Moderate
52,Southern Basin,-35.51318573926577,138.81393799455475,True,True,Priority,73038.0,5,35,3,6.59,7.926458860943263,2,"S3,S4",0.7401811902486749,High
32,Wimmera Disconnected,-36.25768928453096,142.96309919891235,True,True,Priority,70066.0,6,34,10,3.73,0.0,2,"S3,S4",0.8006657275593276,High
72,Southern Basin,-34.41971079852517,140.56820506501472,True,True,Priority,54955.0,28,34,31,25.83,2.9213706988206,2,"S3,S4",0.6012804850393683,High
137,Southern Basin,-32.50582807900445,142.00303851286526,True,False,Priority,51560.0,28,35,20,22.53,0.00022457206158911684,2,"S3,S4",0.5235300011895536,High
154,Southern Basin,-32.1886649886025,142.65684800927096,True,True,Priority,51231.0,26,29,8,19.05,0.0043063583742792,2,"S3,S4",0.539161611686842,High
39,Southern Basin,-35.86678250771226,144.9981164819936,True,True,Priority,46254.0,88,28,13,27.57,0.0383318555990807,2,"S3,S4",0.4650640624076538,Moderate
80,Southern Basin,-34.26699979379736,140.40010206305595,True,True,Priority,44457.0,26,33,8,21.34,3.1118202799543715,2,"S3,S4",0.6447277785401887,High
170,Northern Basin,-30.561298325547423,150.68025557491208,True,False,Priority,41770.0,6,31,28,3.62,0.0,2,"S3,S4",0.8121769427630354,High
91,Lachlan Disconnected,-34.087427864326365,144.53279191631097,True,True,Priority,40313.0,28,34,7,25.39,0.0005583705370607454,2,"S3,S4",0.6829642547891301,High
107,Lachlan Disconnected,-33.51553308047087,147.393834770132,True,True,Priority,38468.0,4,42,11,6.47,0.0,2,"S3,S4",0.7699231877750385,High
116,Southern Basin,-33.16063971645203,141.9357886255454,True,True,Priority,35765.0,6,29,4,4.04,0.0,2,"S3,S4",0.6552119437526832,High
84,Southern Basin,-34.21918420140352,139.87727060296652,True,False,Priority,35543.0,4,19,6,4.17,0.0,2,"S3,S4",0.5028919449435248,High
94,Wimmera Disconnected,-33.96788136144898,140.95077045759248,True,True,Priority,34377.0,34,29,10,22.69,0.0138920529980904,2,"S3,S4",0.5909865770320738,High
210,Northern Basin,-29.215208199418655,149.11272275105796,True,True,Priority,28240.0,17,29,5,5.57,0.0,2,"S3,S4",0.5809429757880459,High
37,Southern Basin,-35.93948466947541,144.48171412538778,True,False,Priority,27107.0,17,17,8,13.53,0.0681608280046922,2,"S3,S4",0.4911090669616888,Moderate
86,Lachlan Disconnected,-34.1708203022644,143.9556978509823,True,False,Priority,22502.0,20,24,4,9.52,0.0,2,"S3,S4",0.3039190504898554,Moderate
87,Wimmera Disconnected,-34.13993527111621,141.7228150304188,True,True,Priority,22034.0,41,27,9,33.38,0.0284159474761025,2,"S3,S4",0.5970632801820739,High
117,Southern Basin,-33.1369795059951,141.71741704337836,True,False,Priority,19793.0,6,22,5,2.48,0.0,2,"S3,S4",0.8112473800145148,High
111,Southern Basin,-33.35313651658158,141.83373376628498,True,True,Priority,19151.0,5,24,8,0.8,0.0,2,"S3,S4",0.8380674566421983,High
152,Southern Basin,-32.31412293042263,143.37209941404686,True,True,Priority,15995.0,6,33,4,2.5,0.0,2,"S3,S4",0.8100399614863601,High
110,Southern Basin,-33.4199177984374,141.8829894075693,True,False,Priority,12902.0,5,30,6,1.29,0.0,2,"S3,S4",0.8563891219050482,High
115,Lachlan Disconnected,-33.2556327299225,146.44276043292072,True,True,Priority,12756.0,9,35,8,10.14,0.3220457324910369,2,"S3,S4",0.5056711741554644,High
36,Southern Basin,-35.99407707386476,146.05539699630356,True,True,Priority,12654.0,3,28,9,5.47,0.0,2,"S3,S4",0.89115159128323,High
99,Lachlan Disconnected,-33.91812971613452,144.24731500579946,True,True,Priority,8140.0,7,32,5,5.41,0.0,2,"S3,S4",0.5240075743628549,High
56,Southern Basin,-34.88282951286159,139.49820026933443,True,False,Priority,7934.0,8,31,7,17.6,0.6050838074552807,2,"S3,S4",0.4760371607651305,Moderate
90,Wimmera Disconnected,-34.12056349973364,141.40353441131143,True,False,Priority,7918.0,13,25,10,11.75,0.0243645593971742,2,"S3,S4",0.480779265641487,Moderate
102,Lachlan Disconnected,-33.75205843000874,144.7463881023616,True,False,Priority,7699.0,11,24,5,12.77,0.0,2,"S3,S4",0.4707222739304052,Moderate
93,Wimmera Disconnected,-34.07879895917334,141.24478900313565,True,False,Priority,7695.0,16,28,11,17.16,0.0192790408810687,2,"S3,S4",0.46993476928924666,Moderate
109,Southern Basin,-33.46946593923181,141.7380138295658,True,True,Priority,6633.0,5,20,8,1.0,0.0,2,"S3,S4",0.8182338550649472,High
42,Southern Basin,-35.85689050398341,145.35316138169463,True,True,Priority,6512.0,8,15,3,8.76,0.1677139063681773,2,"S3,S4",0.5161827158254968,High
112,Lachlan Disconnected,-33.32984089166526,147.25372997280132,True,False,Priority,6448.0,5,32,4,9.7,0.0,2,"S3,S4",0.619722096127971,High
43,Southern Basin,-35.835770463861664,144.37415775210422,True,False,Priority,4118.0,16,11,3,8.39,0.0,2,"S3,S4",0.5028654623777734,Moderate
88,Lachlan Disconnected,-34.185112872146235,144.16363833980066,True,False,Priority,3654.0,8,12,3,10.7,0.0,2,"S3,S4",0.3576643026618353,Moderate
82,Southern Basin,-34.2900634929619,139.6353671978383,True,False,Priority,3607.0,3,25,8,0.42,0.0,2,"S3,S4",0.6089666954569193,High
205,Northern Basin,-29.387333168461748,149.71029875451484,True,False,Priority,2932.0,17,19,5,17.91,0.0239736238529816,2,"S3,S4",0.35058188784244804,Moderate
47,Southern Basin,-35.688134299201764,144.18387637468098,True,False,Priority,2733.0,19,8,4,11.63,0.0413776843747697,2,"S3,S4",0.4441628581054262,Moderate
55,Southern Basin,-35.2239029750702,143.45322531559432,True,False,Priority,1878.0,5,21,7,6.63,0.7862827846773673,2,"S3,S4",0.3933732971321311,Moderate
98,Lachlan Disconnected,-33.924168209699275,144.4085983930247,True,False,Priority,1781.0,4,21,7,4.43,0.0,2,"S3,S4",0.5772722108646927,High
81,Wimmera Disconnected,-34.241705574951666,142.12840783057447,True,True,Priority,1624.0,7,7,1,18.24,19.19660154323171,2,"S3,S4",0.32517116012606856,Moderate
202,Northern Basin,-29.451121219619505,148.71671389122704,True,False,Priority,1595.0,8,15,4,3.89,0.0321611596611493,2,"S3,S4",0.48525579571273225,Moderate
194,Northern Basin,-29.674816649979835,149.09333308807246,True,False,Priority,1288.0,3,17,5,2.15,0.0,2,"S3,S4",0.5055228599228745,High
58,Wimmera Disconnected,-34.74101982857419,142.23796750526836,True,False,Priority,983.0,3,20,3,0.87,0.0,2,"S3,S4",0.6070091942271543,High
201,Northern Basin,-29.458981172212525,149.85573316030744,True,False,Priority,973.0,6,24,7,8.54,14.106653160437272,2,"S3,S4",0.4503343506591217,Moderate
249,Northern Basin,-28.177910898340816,148.539005067318,True,False,Priority,748.0,6,12,2,10.37,0.0160863629514029,2,"S3,S4",0.36147485454585593,Moderate
44,Southern Basin,-35.82071298266281,145.47326583282597,True,False,Priority,609.0,6,12,3,3.09,0.0804651707297369,2,"S3,S4",0.46051907841327544,Moderate
54,Southern Basin,-35.39106021864574,143.71583328997113,True,False,Priority,548.0,9,13,3,8.99,0.322342926037925,2,"S3,S4",0.32728139829600944,Moderate
197,Northern Basin,-29.57058319852831,149.4938097764304,True,False,Priority,384.0,5,8,7,4.98,0.3467571345107242,2,"S3,S4",0.30042900384097704,Moderate
97,Lachlan Disconnected,-33.94339963781811,144.33858488848148,True,False,Priority,304.0,4,9,1,3.25,0.0,2,"S3,S4",0.47631928261739387,Moderate
38,Southern Basin,-35.98860048268766,146.50026770470052,True,False,Priority,162.0,4,11,7,1.21,0.0,2,"S3,S4",0.35403183931708787,Moderate
40,Southern Basin,-35.970364271922165,145.7764678659112,True,False,Priority,120.0,3,13,7,0.52,0.0,2,"S3,S4",0.503415008127812,High
113,Southern Basin,-33.309446429699975,141.71626522181168,True,False,Priority,0.0,5,0,6,6.48,0.0,2,"S3,S4",0.3300235508637578,Moderate
95,Lachlan Disconnected,-33.98610208581808,144.22226950002357,True,False,Priority,0.0,4,0,3,3.96,0.0,2,"S3,S4",0.23533388153264462,Low
45,Wimmera Disconnected,-35.761113729401366,141.97318584909652,True,False,Priority,0.0,6,0,6,4.81,0.4904958136892209,2,"S3,S4",0.42538441774698044,Moderate
